id;name;firstname;zip;city;birthdate;street;housenr;stateCode;state
19825;bwkoe-name;ayl-firstname;18660;rtw-city;1978-7-16;mzww-street;179;CA;CALIFORNIA
19826;rezku-name;zio-firstname;19080;nvt-city;1982-7-14;wwkd-street;91;CA;CALIFORNIA
19827;mjlsk-name;ecx-firstname;10800;yxu-city;1950-12-11;vttb-street;195;MO;MISSOURI
19828;wdjsi-name;aoq-firstname;13660;smo-city;1954-2-1;kako-street;7;NV;NEVADA
19829;mwfnd-name;nyb-firstname;19760;bbu-city;1986-9-23;apdi-street;91;MS;MISSISSIPPI
19830;vtuoz-name;jhh-firstname;17620;vad-city;1982-5-5;kzup-street;79;GA;GEORGIA
19831;rhhxk-name;ndr-firstname;16760;fub-city;1978-11-12;regd-street;55;OK;OKLAHOMA
19832;lpstk-name;mqz-firstname;18940;tnr-city;1982-9-16;cdhf-street;4;SD;SOUTH DAKOTA
19833;ldhyr-name;yts-firstname;12000;auk-city;1986-11-14;abph-street;147;IN;INDIANA
19834;cjdml-name;iti-firstname;16900;wkq-city;1970-6-5;npow-street;96;NH;NEW HAMPSHIRE
19835;cpenz-name;sbi-firstname;16380;ssl-city;1962-8-19;kilz-street;44;MS;MISSISSIPPI
19836;rxtbg-name;anr-firstname;14720;bqc-city;1958-8-10;pudg-street;140;NV;NEVADA
19837;udblf-name;raa-firstname;11500;wli-city;1978-12-13;xomd-street;41;PW;PALAU
19838;vvyce-name;gep-firstname;13740;gtd-city;1982-5-23;kwbv-street;123;undefined;undefined
19839;kwfnz-name;ucu-firstname;10580;sns-city;1978-8-18;nnun-street;20;OK;OKLAHOMA
19840;zxydx-name;tml-firstname;14680;jda-city;1974-5-29;wfjn-street;157;DC;DISTRICT OF COLUMBIA
19841;bfscx-name;jnl-firstname;16920;yyg-city;1970-11-30;cgfh-street;178;CO;COLORADO
19842;qitur-name;yra-firstname;15560;ijp-city;1978-1-30;fonc-street;155;AK;ALASKA
19843;msixi-name;ynb-firstname;12720;ksl-city;1958-7-17;zpjw-street;46;VI;VIRGIN ISLANDS
19844;wzkjq-name;rgh-firstname;19000;hkm-city;1974-8-12;yixf-street;134;CA;CALIFORNIA
19845;dqfmf-name;yxr-firstname;13840;vie-city;1962-10-23;stvx-street;39;TX;TEXAS
19846;biluz-name;uqe-firstname;17760;wkq-city;1962-7-27;embn-street;183;PW;PALAU
19847;wahfx-name;zwd-firstname;13240;vic-city;1974-3-27;axpw-street;131;UT;UTAH
19848;denwt-name;bta-firstname;17300;hhj-city;1986-12-20;orwy-street;11;WV;WEST VIRGINIA
19849;akdmy-name;ybz-firstname;14560;wtx-city;1962-11-8;nwba-street;123;MP;NORTHERN MARIANA ISLANDS
19850;hqafg-name;nht-firstname;16080;gfu-city;1951-1-12;spsq-street;45;LA;LOUISIANA
19851;zhmbl-name;lnw-firstname;17460;hse-city;1986-12-21;scis-street;97;GA;GEORGIA
19852;snwnj-name;jyy-firstname;16400;hsz-city;1966-2-15;imhl-street;42;NC;NORTH CAROLINA
19853;fuyla-name;mmp-firstname;11840;hgu-city;1986-8-16;ixiz-street;145;NC;NORTH CAROLINA
19854;yvfqz-name;prz-firstname;11260;wjl-city;1982-5-6;fbzd-street;97;MO;MISSOURI
19855;usbgq-name;vhd-firstname;14080;dsb-city;1958-4-1;ggoc-street;54;KS;KANSAS
19856;yaeni-name;zpy-firstname;19100;sen-city;1954-12-10;sbsw-street;158;HI;HAWAII
19857;fgxvr-name;vzi-firstname;17520;lcf-city;1958-11-1;nbdv-street;10;GU;GUAM
19858;tqpbq-name;rwr-firstname;19140;zpd-city;1978-8-23;npvb-street;190;DC;DISTRICT OF COLUMBIA
19859;ieigg-name;ayq-firstname;12960;ljc-city;1962-7-5;dnjz-street;163;FL;FLORIDA
19860;rfvzu-name;edm-firstname;13340;kvz-city;1954-12-8;eijd-street;4;RI;RHODE ISLAND
19861;pduwm-name;gqb-firstname;14240;cyr-city;1954-7-3;ndux-street;13;SD;SOUTH DAKOTA
19862;yyixf-name;yzt-firstname;18020;lwx-city;1974-1-29;iede-street;120;NV;NEVADA
19863;dkszq-name;ytd-firstname;14700;zwh-city;1979-1-11;nbjz-street;65;AS;AMERICAN SAMOA
19864;slkzv-name;zbg-firstname;19880;oee-city;1978-11-1;sphg-street;119;OK;OKLAHOMA
19865;nvxim-name;phc-firstname;19220;vgg-city;1991-1-24;juok-street;106;FM;FEDERATED STATES OF MICRONESIA
19866;piyfg-name;xtn-firstname;13760;nde-city;1954-7-22;vfrv-street;11;NY;NEW YORK
19867;jnusz-name;mjw-firstname;12640;nwb-city;1986-8-23;kcsa-street;138;VA;VIRGINIA
19868;jnypj-name;ioq-firstname;17000;zqy-city;1986-1-9;croe-street;119;PW;PALAU
19869;uohts-name;btx-firstname;13480;dal-city;1990-10-22;llyw-street;150;WA;WASHINGTON
19870;aavpj-name;pvw-firstname;13780;lai-city;1954-9-23;nygu-street;171;FL;FLORIDA
19871;nbjcj-name;rsf-firstname;12000;kjl-city;1986-6-30;ijsb-street;123;ID;IDAHO
19872;syjxh-name;gkq-firstname;19960;rmd-city;1978-10-26;qmyp-street;161;MN;MINNESOTA
19873;vkojz-name;ryo-firstname;14300;bmz-city;1954-9-11;gcpj-street;71;ND;NORTH DAKOTA
19874;pqzfw-name;kld-firstname;16400;qvq-city;1962-9-9;dhbv-street;92;ND;NORTH DAKOTA
19875;owvjk-name;fez-firstname;19740;ldb-city;1978-6-14;kabf-street;87;VA;VIRGINIA
19876;qsfih-name;ixe-firstname;16860;qvr-city;1987-1-7;qean-street;159;CO;COLORADO
19877;slixq-name;gmb-firstname;19980;ftt-city;1982-6-22;xinx-street;111;VT;VERMONT
19878;eegsa-name;xlc-firstname;12680;byk-city;1954-4-23;beul-street;56;MD;MARYLAND
19879;phevp-name;ihs-firstname;16120;adc-city;1978-4-25;voig-street;98;NM;NEW MEXICO
19880;njfoe-name;tag-firstname;16580;tnr-city;1966-12-4;dhky-street;108;LA;LOUISIANA
19881;bdncx-name;hcd-firstname;11260;xcl-city;1970-7-2;jvlp-street;49;GA;GEORGIA
19882;ikedo-name;tks-firstname;17460;odl-city;1958-8-25;iaaq-street;8;GU;GUAM
19883;iafxy-name;vur-firstname;11480;hgt-city;1962-8-3;hmec-street;164;TX;TEXAS
19884;lafhf-name;ssz-firstname;19560;wwp-city;1951-1-25;mxmq-street;96;IN;INDIANA
19885;okyny-name;hbu-firstname;16800;yok-city;1978-3-28;ipjz-street;135;NV;NEVADA
19886;hznby-name;fwy-firstname;13680;wbi-city;1970-7-25;mxui-street;170;CT;CONNECTICUT
19887;ztpoa-name;rzk-firstname;18500;qum-city;1970-7-26;blqr-street;152;ME;MAINE
19888;gitxz-name;axt-firstname;11800;fck-city;1974-1-12;tmjw-street;189;SD;SOUTH DAKOTA
19889;ziomm-name;mcv-firstname;12940;iwq-city;1950-10-22;hqgj-street;140;DC;DISTRICT OF COLUMBIA
19890;otncg-name;tuy-firstname;16540;ulk-city;1971-1-24;yuia-street;166;TX;TEXAS
19891;cnabb-name;hoq-firstname;16300;tuw-city;1962-6-17;ujvv-street;61;ME;MAINE
19892;ucogf-name;ggc-firstname;14500;fsj-city;1978-2-8;asfi-street;53;WV;WEST VIRGINIA
19893;lbpmf-name;sdt-firstname;10780;ewj-city;1978-3-8;hxsp-street;102;NV;NEVADA
19894;tieqq-name;uyu-firstname;17740;wea-city;1966-10-31;abpl-street;187;MO;MISSOURI
19895;fsgwf-name;vjd-firstname;12460;ads-city;1970-11-29;yeou-street;10;MA;MASSACHUSETTS
19896;reeba-name;kzs-firstname;13100;zhc-city;1966-7-8;abmv-street;88;FL;FLORIDA
19897;shybc-name;gcp-firstname;10660;ahg-city;1950-12-15;hrqy-street;174;KS;KANSAS
19898;phszr-name;sst-firstname;13080;ydd-city;1954-9-23;quqn-street;2;RI;RHODE ISLAND
19899;jteco-name;fxc-firstname;19760;agr-city;1986-5-6;dzxc-street;108;MD;MARYLAND
19900;qvaar-name;icx-firstname;16120;boc-city;1978-8-4;bfzf-street;12;NM;NEW MEXICO
19901;jwcdf-name;fsj-firstname;13520;oem-city;1954-2-7;amrb-street;145;AK;ALASKA
19902;flhxu-name;tum-firstname;17520;buo-city;1966-4-24;wfyz-street;96;GA;GEORGIA
19903;xthfg-name;gfe-firstname;12560;vtz-city;1990-1-11;doxx-street;46;NJ;NEW JERSEY
19904;ulzrz-name;bnl-firstname;11620;prz-city;1966-8-2;bxqn-street;104;NY;NEW YORK
19905;oxhyr-name;onx-firstname;15180;bpn-city;1970-11-14;pksn-street;133;IN;INDIANA
19906;fiqjz-name;sce-firstname;16020;fnn-city;1954-9-24;wbhg-street;35;MD;MARYLAND
19907;tkiat-name;xti-firstname;12720;stt-city;1966-8-11;tvnf-street;21;PA;PENNSYLVANIA
19908;kljcz-name;uqd-firstname;13340;ntt-city;1987-1-15;jyje-street;10;PW;PALAU
19909;pgunz-name;hcm-firstname;16680;gxh-city;1970-11-8;shbe-street;184;NC;NORTH CAROLINA
19910;oyjha-name;uhj-firstname;18880;uyg-city;1966-4-10;bjgw-street;176;AR;ARKANSAS
19911;igxbd-name;uph-firstname;13480;ndh-city;1962-12-3;jdcd-street;151;NH;NEW HAMPSHIRE
19912;vnaov-name;wha-firstname;13120;egm-city;1954-3-28;hpep-street;20;CA;CALIFORNIA
19913;dauuz-name;hwg-firstname;13740;khn-city;1958-5-15;etqx-street;5;OK;OKLAHOMA
19914;gkuuo-name;kkb-firstname;13560;xdt-city;1962-4-7;sdoj-street;35;MT;MONTANA
19915;wdhze-name;jjk-firstname;16900;due-city;1970-7-17;pmmu-street;174;AS;AMERICAN SAMOA
19916;ncayz-name;ynb-firstname;15720;lxj-city;1974-4-27;mdtb-street;109;MA;MASSACHUSETTS
19917;rdjin-name;hhu-firstname;14480;lpc-city;1958-11-16;wxik-street;145;KY;KENTUCKY
19918;nxzij-name;bdl-firstname;10740;avx-city;1958-2-20;nybz-street;138;WI;WISCONSIN
19919;xgrzc-name;dxw-firstname;18900;vpq-city;1990-11-16;wzjh-street;58;ME;MAINE
19920;ehgrn-name;vbe-firstname;17500;cik-city;1978-5-21;ucnw-street;135;MD;MARYLAND
19921;gctjx-name;upx-firstname;11960;yqr-city;1958-3-3;rlko-street;141;TN;TENNESSEE
19922;ptzmg-name;hva-firstname;15740;gux-city;1978-5-4;pugy-street;122;VI;VIRGIN ISLANDS
19923;eyeti-name;gnw-firstname;17420;eko-city;1962-10-26;ylph-street;61;NC;NORTH CAROLINA
19924;wccwo-name;zpj-firstname;16600;uim-city;1962-9-29;ygih-street;26;WA;WASHINGTON
19925;bwkoe-name;ayl-firstname;18660;rtw-city;1978-7-16;mzww-street;179;CA;CALIFORNIA
19926;rezku-name;zio-firstname;19080;nvt-city;1982-7-14;wwkd-street;91;CA;CALIFORNIA
19927;mjlsk-name;ecx-firstname;10800;yxu-city;1950-12-11;vttb-street;195;MO;MISSOURI
19928;wdjsi-name;aoq-firstname;13660;smo-city;1954-2-1;kako-street;7;NV;NEVADA
19929;mwfnd-name;nyb-firstname;19760;bbu-city;1986-9-23;apdi-street;91;MS;MISSISSIPPI
19930;vtuoz-name;jhh-firstname;17620;vad-city;1982-5-5;kzup-street;79;GA;GEORGIA
19931;rhhxk-name;ndr-firstname;16760;fub-city;1978-11-12;regd-street;55;OK;OKLAHOMA
19932;lpstk-name;mqz-firstname;18940;tnr-city;1982-9-16;cdhf-street;4;SD;SOUTH DAKOTA
19933;ldhyr-name;yts-firstname;12000;auk-city;1986-11-14;abph-street;147;IN;INDIANA
19934;cjdml-name;iti-firstname;16900;wkq-city;1970-6-5;npow-street;96;NH;NEW HAMPSHIRE
19935;cpenz-name;sbi-firstname;16380;ssl-city;1962-8-19;kilz-street;44;MS;MISSISSIPPI
19936;rxtbg-name;anr-firstname;14720;bqc-city;1958-8-10;pudg-street;140;NV;NEVADA
19937;udblf-name;raa-firstname;11500;wli-city;1978-12-13;xomd-street;41;PW;PALAU
19938;vvyce-name;gep-firstname;13740;gtd-city;1982-5-23;kwbv-street;123;undefined;undefined
19939;kwfnz-name;ucu-firstname;10580;sns-city;1978-8-18;nnun-street;20;OK;OKLAHOMA
19940;zxydx-name;tml-firstname;14680;jda-city;1974-5-29;wfjn-street;157;DC;DISTRICT OF COLUMBIA
19941;bfscx-name;jnl-firstname;16920;yyg-city;1970-11-30;cgfh-street;178;CO;COLORADO
19942;qitur-name;yra-firstname;15560;ijp-city;1978-1-30;fonc-street;155;AK;ALASKA
19943;msixi-name;ynb-firstname;12720;ksl-city;1958-7-17;zpjw-street;46;VI;VIRGIN ISLANDS
19944;wzkjq-name;rgh-firstname;19000;hkm-city;1974-8-12;yixf-street;134;CA;CALIFORNIA
19945;dqfmf-name;yxr-firstname;13840;vie-city;1962-10-23;stvx-street;39;TX;TEXAS
19946;biluz-name;uqe-firstname;17760;wkq-city;1962-7-27;embn-street;183;PW;PALAU
19947;wahfx-name;zwd-firstname;13240;vic-city;1974-3-27;axpw-street;131;UT;UTAH
19948;denwt-name;bta-firstname;17300;hhj-city;1986-12-20;orwy-street;11;WV;WEST VIRGINIA
19949;akdmy-name;ybz-firstname;14560;wtx-city;1962-11-8;nwba-street;123;MP;NORTHERN MARIANA ISLANDS
19950;hqafg-name;nht-firstname;16080;gfu-city;1951-1-12;spsq-street;45;LA;LOUISIANA
19951;zhmbl-name;lnw-firstname;17460;hse-city;1986-12-21;scis-street;97;GA;GEORGIA
19952;snwnj-name;jyy-firstname;16400;hsz-city;1966-2-15;imhl-street;42;NC;NORTH CAROLINA
19953;fuyla-name;mmp-firstname;11840;hgu-city;1986-8-16;ixiz-street;145;NC;NORTH CAROLINA
19954;yvfqz-name;prz-firstname;11260;wjl-city;1982-5-6;fbzd-street;97;MO;MISSOURI
19955;usbgq-name;vhd-firstname;14080;dsb-city;1958-4-1;ggoc-street;54;KS;KANSAS
19956;yaeni-name;zpy-firstname;19100;sen-city;1954-12-10;sbsw-street;158;HI;HAWAII
19957;fgxvr-name;vzi-firstname;17520;lcf-city;1958-11-1;nbdv-street;10;GU;GUAM
19958;tqpbq-name;rwr-firstname;19140;zpd-city;1978-8-23;npvb-street;190;DC;DISTRICT OF COLUMBIA
19959;ieigg-name;ayq-firstname;12960;ljc-city;1962-7-5;dnjz-street;163;FL;FLORIDA
19960;rfvzu-name;edm-firstname;13340;kvz-city;1954-12-8;eijd-street;4;RI;RHODE ISLAND
19961;pduwm-name;gqb-firstname;14240;cyr-city;1954-7-3;ndux-street;13;SD;SOUTH DAKOTA
19962;yyixf-name;yzt-firstname;18020;lwx-city;1974-1-29;iede-street;120;NV;NEVADA
19963;dkszq-name;ytd-firstname;14700;zwh-city;1979-1-11;nbjz-street;65;AS;AMERICAN SAMOA
19964;slkzv-name;zbg-firstname;19880;oee-city;1978-11-1;sphg-street;119;OK;OKLAHOMA
19965;nvxim-name;phc-firstname;19220;vgg-city;1991-1-24;juok-street;106;FM;FEDERATED STATES OF MICRONESIA
19966;piyfg-name;xtn-firstname;13760;nde-city;1954-7-22;vfrv-street;11;NY;NEW YORK
19967;jnusz-name;mjw-firstname;12640;nwb-city;1986-8-23;kcsa-street;138;VA;VIRGINIA
19968;jnypj-name;ioq-firstname;17000;zqy-city;1986-1-9;croe-street;119;PW;PALAU
19969;uohts-name;btx-firstname;13480;dal-city;1990-10-22;llyw-street;150;WA;WASHINGTON
19970;aavpj-name;pvw-firstname;13780;lai-city;1954-9-23;nygu-street;171;FL;FLORIDA
19971;nbjcj-name;rsf-firstname;12000;kjl-city;1986-6-30;ijsb-street;123;ID;IDAHO
19972;syjxh-name;gkq-firstname;19960;rmd-city;1978-10-26;qmyp-street;161;MN;MINNESOTA
19973;vkojz-name;ryo-firstname;14300;bmz-city;1954-9-11;gcpj-street;71;ND;NORTH DAKOTA
19974;pqzfw-name;kld-firstname;16400;qvq-city;1962-9-9;dhbv-street;92;ND;NORTH DAKOTA
19975;owvjk-name;fez-firstname;19740;ldb-city;1978-6-14;kabf-street;87;VA;VIRGINIA
19976;qsfih-name;ixe-firstname;16860;qvr-city;1987-1-7;qean-street;159;CO;COLORADO
19977;slixq-name;gmb-firstname;19980;ftt-city;1982-6-22;xinx-street;111;VT;VERMONT
19978;eegsa-name;xlc-firstname;12680;byk-city;1954-4-23;beul-street;56;MD;MARYLAND
19979;phevp-name;ihs-firstname;16120;adc-city;1978-4-25;voig-street;98;NM;NEW MEXICO
19980;njfoe-name;tag-firstname;16580;tnr-city;1966-12-4;dhky-street;108;LA;LOUISIANA
19981;bdncx-name;hcd-firstname;11260;xcl-city;1970-7-2;jvlp-street;49;GA;GEORGIA
19982;ikedo-name;tks-firstname;17460;odl-city;1958-8-25;iaaq-street;8;GU;GUAM
19983;iafxy-name;vur-firstname;11480;hgt-city;1962-8-3;hmec-street;164;TX;TEXAS
19984;lafhf-name;ssz-firstname;19560;wwp-city;1951-1-25;mxmq-street;96;IN;INDIANA
19985;okyny-name;hbu-firstname;16800;yok-city;1978-3-28;ipjz-street;135;NV;NEVADA
19986;hznby-name;fwy-firstname;13680;wbi-city;1970-7-25;mxui-street;170;CT;CONNECTICUT
19987;ztpoa-name;rzk-firstname;18500;qum-city;1970-7-26;blqr-street;152;ME;MAINE
19988;gitxz-name;axt-firstname;11800;fck-city;1974-1-12;tmjw-street;189;SD;SOUTH DAKOTA
19989;ziomm-name;mcv-firstname;12940;iwq-city;1950-10-22;hqgj-street;140;DC;DISTRICT OF COLUMBIA
19990;otncg-name;tuy-firstname;16540;ulk-city;1971-1-24;yuia-street;166;TX;TEXAS
19991;cnabb-name;hoq-firstname;16300;tuw-city;1962-6-17;ujvv-street;61;ME;MAINE
19992;ucogf-name;ggc-firstname;14500;fsj-city;1978-2-8;asfi-street;53;WV;WEST VIRGINIA
19993;lbpmf-name;sdt-firstname;10780;ewj-city;1978-3-8;hxsp-street;102;NV;NEVADA
19994;tieqq-name;uyu-firstname;17740;wea-city;1966-10-31;abpl-street;187;MO;MISSOURI
19995;fsgwf-name;vjd-firstname;12460;ads-city;1970-11-29;yeou-street;10;MA;MASSACHUSETTS
19996;reeba-name;kzs-firstname;13100;zhc-city;1966-7-8;abmv-street;88;FL;FLORIDA
19997;shybc-name;gcp-firstname;10660;ahg-city;1950-12-15;hrqy-street;174;KS;KANSAS
19998;phszr-name;sst-firstname;13080;ydd-city;1954-9-23;quqn-street;2;RI;RHODE ISLAND
19999;jteco-name;fxc-firstname;19760;agr-city;1986-5-6;dzxc-street;108;MD;MARYLAND
20000;qvaar-name;icx-firstname;16120;boc-city;1978-8-4;bfzf-street;12;NM;NEW MEXICO
20001;jwcdf-name;fsj-firstname;13520;oem-city;1954-2-7;amrb-street;145;AK;ALASKA
20002;flhxu-name;tum-firstname;17520;buo-city;1966-4-24;wfyz-street;96;GA;GEORGIA
20003;xthfg-name;gfe-firstname;12560;vtz-city;1990-1-11;doxx-street;46;NJ;NEW JERSEY
20004;ulzrz-name;bnl-firstname;11620;prz-city;1966-8-2;bxqn-street;104;NY;NEW YORK
20005;oxhyr-name;onx-firstname;15180;bpn-city;1970-11-14;pksn-street;133;IN;INDIANA
20006;fiqjz-name;sce-firstname;16020;fnn-city;1954-9-24;wbhg-street;35;MD;MARYLAND
20007;tkiat-name;xti-firstname;12720;stt-city;1966-8-11;tvnf-street;21;PA;PENNSYLVANIA
20008;kljcz-name;uqd-firstname;13340;ntt-city;1987-1-15;jyje-street;10;PW;PALAU
20009;pgunz-name;hcm-firstname;16680;gxh-city;1970-11-8;shbe-street;184;NC;NORTH CAROLINA
20010;oyjha-name;uhj-firstname;18880;uyg-city;1966-4-10;bjgw-street;176;AR;ARKANSAS
20011;igxbd-name;uph-firstname;13480;ndh-city;1962-12-3;jdcd-street;151;NH;NEW HAMPSHIRE
20012;vnaov-name;wha-firstname;13120;egm-city;1954-3-28;hpep-street;20;CA;CALIFORNIA
20013;dauuz-name;hwg-firstname;13740;khn-city;1958-5-15;etqx-street;5;OK;OKLAHOMA
20014;gkuuo-name;kkb-firstname;13560;xdt-city;1962-4-7;sdoj-street;35;MT;MONTANA
20015;wdhze-name;jjk-firstname;16900;due-city;1970-7-17;pmmu-street;174;AS;AMERICAN SAMOA
20016;ncayz-name;ynb-firstname;15720;lxj-city;1974-4-27;mdtb-street;109;MA;MASSACHUSETTS
20017;rdjin-name;hhu-firstname;14480;lpc-city;1958-11-16;wxik-street;145;KY;KENTUCKY
20018;nxzij-name;bdl-firstname;10740;avx-city;1958-2-20;nybz-street;138;WI;WISCONSIN
20019;xgrzc-name;dxw-firstname;18900;vpq-city;1990-11-16;wzjh-street;58;ME;MAINE
20020;ehgrn-name;vbe-firstname;17500;cik-city;1978-5-21;ucnw-street;135;MD;MARYLAND
20021;gctjx-name;upx-firstname;11960;yqr-city;1958-3-3;rlko-street;141;TN;TENNESSEE
20022;ptzmg-name;hva-firstname;15740;gux-city;1978-5-4;pugy-street;122;VI;VIRGIN ISLANDS
20023;eyeti-name;gnw-firstname;17420;eko-city;1962-10-26;ylph-street;61;NC;NORTH CAROLINA
20024;wccwo-name;zpj-firstname;16600;uim-city;1962-9-29;ygih-street;26;WA;WASHINGTON
20025;bwkoe-name;ayl-firstname;18660;rtw-city;1978-7-16;mzww-street;179;CA;CALIFORNIA
20026;rezku-name;zio-firstname;19080;nvt-city;1982-7-14;wwkd-street;91;CA;CALIFORNIA
20027;mjlsk-name;ecx-firstname;10800;yxu-city;1950-12-11;vttb-street;195;MO;MISSOURI
20028;wdjsi-name;aoq-firstname;13660;smo-city;1954-2-1;kako-street;7;NV;NEVADA
20029;mwfnd-name;nyb-firstname;19760;bbu-city;1986-9-23;apdi-street;91;MS;MISSISSIPPI
20030;vtuoz-name;jhh-firstname;17620;vad-city;1982-5-5;kzup-street;79;GA;GEORGIA
20031;rhhxk-name;ndr-firstname;16760;fub-city;1978-11-12;regd-street;55;OK;OKLAHOMA
20032;lpstk-name;mqz-firstname;18940;tnr-city;1982-9-16;cdhf-street;4;SD;SOUTH DAKOTA
20033;ldhyr-name;yts-firstname;12000;auk-city;1986-11-14;abph-street;147;IN;INDIANA
20034;cjdml-name;iti-firstname;16900;wkq-city;1970-6-5;npow-street;96;NH;NEW HAMPSHIRE
20035;cpenz-name;sbi-firstname;16380;ssl-city;1962-8-19;kilz-street;44;MS;MISSISSIPPI
20036;rxtbg-name;anr-firstname;14720;bqc-city;1958-8-10;pudg-street;140;NV;NEVADA
20037;udblf-name;raa-firstname;11500;wli-city;1978-12-13;xomd-street;41;PW;PALAU
20038;vvyce-name;gep-firstname;13740;gtd-city;1982-5-23;kwbv-street;123;undefined;undefined
20039;kwfnz-name;ucu-firstname;10580;sns-city;1978-8-18;nnun-street;20;OK;OKLAHOMA
20040;zxydx-name;tml-firstname;14680;jda-city;1974-5-29;wfjn-street;157;DC;DISTRICT OF COLUMBIA
20041;bfscx-name;jnl-firstname;16920;yyg-city;1970-11-30;cgfh-street;178;CO;COLORADO
20042;qitur-name;yra-firstname;15560;ijp-city;1978-1-30;fonc-street;155;AK;ALASKA
20043;msixi-name;ynb-firstname;12720;ksl-city;1958-7-17;zpjw-street;46;VI;VIRGIN ISLANDS
20044;wzkjq-name;rgh-firstname;19000;hkm-city;1974-8-12;yixf-street;134;CA;CALIFORNIA
20045;dqfmf-name;yxr-firstname;13840;vie-city;1962-10-23;stvx-street;39;TX;TEXAS
20046;biluz-name;uqe-firstname;17760;wkq-city;1962-7-27;embn-street;183;PW;PALAU
20047;wahfx-name;zwd-firstname;13240;vic-city;1974-3-27;axpw-street;131;UT;UTAH
20048;denwt-name;bta-firstname;17300;hhj-city;1986-12-20;orwy-street;11;WV;WEST VIRGINIA
20049;akdmy-name;ybz-firstname;14560;wtx-city;1962-11-8;nwba-street;123;MP;NORTHERN MARIANA ISLANDS
20050;hqafg-name;nht-firstname;16080;gfu-city;1951-1-12;spsq-street;45;LA;LOUISIANA
20051;zhmbl-name;lnw-firstname;17460;hse-city;1986-12-21;scis-street;97;GA;GEORGIA
20052;snwnj-name;jyy-firstname;16400;hsz-city;1966-2-15;imhl-street;42;NC;NORTH CAROLINA
20053;fuyla-name;mmp-firstname;11840;hgu-city;1986-8-16;ixiz-street;145;NC;NORTH CAROLINA
20054;yvfqz-name;prz-firstname;11260;wjl-city;1982-5-6;fbzd-street;97;MO;MISSOURI
20055;usbgq-name;vhd-firstname;14080;dsb-city;1958-4-1;ggoc-street;54;KS;KANSAS
20056;yaeni-name;zpy-firstname;19100;sen-city;1954-12-10;sbsw-street;158;HI;HAWAII
20057;fgxvr-name;vzi-firstname;17520;lcf-city;1958-11-1;nbdv-street;10;GU;GUAM
20058;tqpbq-name;rwr-firstname;19140;zpd-city;1978-8-23;npvb-street;190;DC;DISTRICT OF COLUMBIA
20059;ieigg-name;ayq-firstname;12960;ljc-city;1962-7-5;dnjz-street;163;FL;FLORIDA
20060;rfvzu-name;edm-firstname;13340;kvz-city;1954-12-8;eijd-street;4;RI;RHODE ISLAND
20061;pduwm-name;gqb-firstname;14240;cyr-city;1954-7-3;ndux-street;13;SD;SOUTH DAKOTA
20062;yyixf-name;yzt-firstname;18020;lwx-city;1974-1-29;iede-street;120;NV;NEVADA
20063;dkszq-name;ytd-firstname;14700;zwh-city;1979-1-11;nbjz-street;65;AS;AMERICAN SAMOA
20064;slkzv-name;zbg-firstname;19880;oee-city;1978-11-1;sphg-street;119;OK;OKLAHOMA
20065;nvxim-name;phc-firstname;19220;vgg-city;1991-1-24;juok-street;106;FM;FEDERATED STATES OF MICRONESIA
20066;piyfg-name;xtn-firstname;13760;nde-city;1954-7-22;vfrv-street;11;NY;NEW YORK
20067;jnusz-name;mjw-firstname;12640;nwb-city;1986-8-23;kcsa-street;138;VA;VIRGINIA
20068;jnypj-name;ioq-firstname;17000;zqy-city;1986-1-9;croe-street;119;PW;PALAU
20069;uohts-name;btx-firstname;13480;dal-city;1990-10-22;llyw-street;150;WA;WASHINGTON
20070;aavpj-name;pvw-firstname;13780;lai-city;1954-9-23;nygu-street;171;FL;FLORIDA
20071;nbjcj-name;rsf-firstname;12000;kjl-city;1986-6-30;ijsb-street;123;ID;IDAHO
20072;syjxh-name;gkq-firstname;19960;rmd-city;1978-10-26;qmyp-street;161;MN;MINNESOTA
20073;vkojz-name;ryo-firstname;14300;bmz-city;1954-9-11;gcpj-street;71;ND;NORTH DAKOTA
20074;pqzfw-name;kld-firstname;16400;qvq-city;1962-9-9;dhbv-street;92;ND;NORTH DAKOTA
20075;owvjk-name;fez-firstname;19740;ldb-city;1978-6-14;kabf-street;87;VA;VIRGINIA
20076;qsfih-name;ixe-firstname;16860;qvr-city;1987-1-7;qean-street;159;CO;COLORADO
20077;slixq-name;gmb-firstname;19980;ftt-city;1982-6-22;xinx-street;111;VT;VERMONT
20078;eegsa-name;xlc-firstname;12680;byk-city;1954-4-23;beul-street;56;MD;MARYLAND
20079;phevp-name;ihs-firstname;16120;adc-city;1978-4-25;voig-street;98;NM;NEW MEXICO
20080;njfoe-name;tag-firstname;16580;tnr-city;1966-12-4;dhky-street;108;LA;LOUISIANA
20081;bdncx-name;hcd-firstname;11260;xcl-city;1970-7-2;jvlp-street;49;GA;GEORGIA
20082;ikedo-name;tks-firstname;17460;odl-city;1958-8-25;iaaq-street;8;GU;GUAM
20083;iafxy-name;vur-firstname;11480;hgt-city;1962-8-3;hmec-street;164;TX;TEXAS
20084;lafhf-name;ssz-firstname;19560;wwp-city;1951-1-25;mxmq-street;96;IN;INDIANA
20085;okyny-name;hbu-firstname;16800;yok-city;1978-3-28;ipjz-street;135;NV;NEVADA
20086;hznby-name;fwy-firstname;13680;wbi-city;1970-7-25;mxui-street;170;CT;CONNECTICUT
